State_Name,Year,Month,Day_of_Week,Time_of_Day,Accident_Severity,Number_of_Vehicles_Involved,Vehicle_Type_Involved,Number_of_Casualties,Number_of_Fatalities,Weather_Conditions,Road_Type,Road_Condition,Lighting_Conditions,Traffic_Control_Presence,Speed_Limit ,Driver_Age,Driver_Gender,Driver_License_Status,Alcohol_Involvement,Accident_Location_Details,Age_group
Odisha,2022,November,Thursday,05:31,Serious,2,Car,8,4,Foggy,State Highway,Dry,Dawn,Signs,63,46,Male,Valid,Yes,Curve,30-50
Andhra Pradesh,2018,August,Thursday,06:01,Serious,3,Cycle,8,4,Hazy,National Highway,Wet,Daylight,Police Checkpost,75,36,Male,Expired,Yes,Curve,30-50
Kerala,2020,September,Friday,13:56,Fatal,1,Car,2,4,Rainy,Village Road,Under Construction,Dawn,Signals,46,51,Male,Expired,Yes,Curve,50-60
Manipur,2018,May,Saturday,13:38,Serious,3,Auto-Rickshaw,5,1,Foggy,State Highway,Damaged,Dark,Police Checkpost,109,23,Male,Valid,No,Intersection,21-30
Meghalaya,2020,August,Wednesday,04:14,Minor,5,Truck,8,3,Rainy,Village Road,Dry,Dawn,Police Checkpost,97,59,Female,Expired,No,Straight Road,50-60
Uttar Pradesh,2018,December,Sunday,21:40,Serious,1,Auto-Rickshaw,10,0,Stormy,Urban Road,Dry,Dark,Signs,89,42,Female,Expired,Yes,Bridge,30-50
Odisha,2018,October,Sunday,22:40,Serious,4,Car,7,1,Hazy,Village Road,Damaged,Dawn,Police Checkpost,73,64,Female,Valid,Yes,Bridge,60-70
Rajasthan,2020,October,Monday,12:36,Fatal,3,Two-Wheeler,7,0,Hazy,National Highway,Under Construction,Dusk,Signs,58,61,Female,Valid,Yes,Intersection,60-70
Uttarakhand,2021,March,Tuesday,23:10,Fatal,4,Two-Wheeler,7,3,Rainy,State Highway,Wet,Daylight,Signs,105,64,Male,Valid,No,Intersection,60-70
Arunachal Pradesh,2020,May,Friday,07:42,Serious,1,Truck,10,3,Rainy,Urban Road,Wet,Dawn,Police Checkpost,52,32,Female,Expired,No,Intersection,30-50
Delhi,2020,May,Tuesday,17:36,Serious,4,Bus,4,0,Stormy,State Highway,Wet,Daylight,Signals,36,24,Female,Valid,Yes,Intersection,21-30
Chandigarh,2020,March,Wednesday,06:11,Serious,1,Two-Wheeler,1,4,Stormy,National Highway,Damaged,Dusk,Signs,66,30,Female,Expired,No,Straight Road,30-50
Maharashtra,2018,July,Sunday,01:49,Serious,4,Car,3,3,Stormy,Urban Road,Damaged,Daylight,Signs,63,39,Male,Expired,Yes,Bridge,30-50
Jharkhand,2020,March,Thursday,06:53,Serious,5,Pedestrian,6,3,Clear,State Highway,Dry,Dawn,Police Checkpost,118,68,Female,Expired,No,Intersection,60-70
Sikkim,2021,January,Monday,01:11,Minor,3,Car,6,4,Rainy,National Highway,Damaged,Dusk,Signals,38,20,Male,Valid,No,Intersection,18-21
Chhattisgarh,2023,November,Tuesday,01:27,Fatal,5,Bus,1,4,Foggy,Village Road,Under Construction,Dark,Signals,113,66,Female,Valid,No,Bridge,60-70
Haryana,2018,May,Wednesday,01:14,Minor,2,Car,0,0,Rainy,Urban Road,Damaged,Dark,Police Checkpost,58,45,Male,Expired,Yes,Straight Road,30-50
Arunachal Pradesh,2022,June,Sunday,12:00,Minor,2,Auto-Rickshaw,0,0,Foggy,Village Road,Wet,Dawn,Police Checkpost,107,38,Female,Valid,No,Curve,30-50
Maharashtra,2020,May,Wednesday,01:51,Serious,3,Car,5,2,Clear,State Highway,Wet,Daylight,Police Checkpost,68,55,Male,Valid,Yes,Curve,50-60
West Bengal,2021,July,Thursday,18:12,Serious,3,Bus,8,2,Stormy,National Highway,Dry,Dawn,Signs,53,68,Female,Expired,Yes,Straight Road,60-70
Karnataka,2020,March,Friday,16:30,Fatal,5,Pedestrian,9,3,Clear,Urban Road,Wet,Daylight,Signals,46,27,Female,Expired,Yes,Curve,21-30
Odisha,2021,January,Sunday,16:28,Fatal,1,Cycle,10,4,Hazy,State Highway,Dry,Daylight,Police Checkpost,66,50,Female,Expired,No,Intersection,50-60
Jharkhand,2022,May,Sunday,04:34,Minor,3,Truck,3,4,Rainy,Urban Road,Damaged,Dawn,Signs,89,62,Female,Valid,No,Curve,60-70
Assam,2022,July,Sunday,01:49,Minor,3,Bus,4,5,Rainy,State Highway,Under Construction,Daylight,Signals,113,18,Male,Valid,Yes,Intersection,18-21
West Bengal,2023,August,Tuesday,01:08,Minor,3,Bus,3,0,Stormy,Urban Road,Damaged,Dawn,Police Checkpost,82,53,Male,Valid,Yes,Curve,50-60
Jammu and Kashmir,2019,May,Sunday,17:10,Serious,2,Two-Wheeler,7,4,Foggy,Village Road,Under Construction,Dawn,Police Checkpost,108,45,Female,Valid,No,Bridge,30-50
Chhattisgarh,2021,July,Sunday,11:50,Fatal,5,Two-Wheeler,2,2,Foggy,Village Road,Under Construction,Daylight,Signals,86,21,Female,Valid,No,Intersection,21-30
Jammu and Kashmir,2021,June,Friday,03:25,Serious,3,Car,0,3,Stormy,State Highway,Under Construction,Dusk,Signs,107,66,Male,Expired,No,Intersection,60-70
Kerala,2023,November,Wednesday,21:38,Serious,5,Truck,7,3,Rainy,Urban Road,Under Construction,Dawn,Police Checkpost,93,25,Male,Valid,Yes,Straight Road,21-30
Haryana,2020,August,Thursday,21:45,Minor,3,Bus,5,4,Stormy,State Highway,Dry,Dark,Police Checkpost,77,35,Female,Valid,No,Intersection,30-50
Puducherry,2022,January,Saturday,16:13,Minor,1,Cycle,3,3,Clear,State Highway,Damaged,Daylight,Signs,75,38,Male,Valid,No,Curve,30-50
Odisha,2021,March,Monday,09:13,Minor,2,Cycle,8,0,Foggy,Village Road,Damaged,Daylight,Police Checkpost,82,57,Male,Expired,Yes,Bridge,50-60
West Bengal,2023,October,Monday,02:23,Serious,3,Cycle,0,5,Rainy,Urban Road,Wet,Dusk,Signals,88,69,Female,Expired,Yes,Bridge,60-70
Mizoram,2021,June,Saturday,23:16,Fatal,5,Auto-Rickshaw,9,0,Hazy,Urban Road,Dry,Daylight,Signals,96,62,Male,Expired,Yes,Straight Road,60-70
Karnataka,2020,February,Friday,23:22,Minor,5,Car,1,3,Foggy,Village Road,Wet,Dawn,Signals,45,66,Female,Expired,No,Straight Road,60-70
Jammu and Kashmir,2023,August,Tuesday,01:36,Minor,5,Truck,9,0,Clear,Village Road,Damaged,Dark,Signs,35,27,Male,Expired,No,Curve,21-30
Karnataka,2021,February,Sunday,00:52,Minor,4,Bus,8,1,Stormy,Village Road,Under Construction,Daylight,Police Checkpost,44,29,Female,Expired,Yes,Intersection,21-30
Gujarat,2019,September,Saturday,05:18,Minor,4,Cycle,6,3,Hazy,Village Road,Under Construction,Dawn,Police Checkpost,90,26,Female,Expired,No,Intersection,21-30
Haryana,2018,June,Monday,05:18,Minor,1,Bus,5,1,Hazy,State Highway,Wet,Dark,Signals,96,58,Male,Valid,Yes,Straight Road,50-60
Himachal Pradesh,2018,December,Wednesday,04:22,Fatal,1,Car,10,5,Stormy,Urban Road,Under Construction,Dawn,Signs,47,63,Male,Expired,Yes,Straight Road,60-70
Telangana,2018,August,Friday,01:09,Minor,4,Pedestrian,9,4,Hazy,National Highway,Damaged,Dawn,Police Checkpost,94,21,Female,Valid,Yes,Bridge,21-30
Telangana,2023,June,Sunday,12:46,Fatal,3,Auto-Rickshaw,2,5,Clear,Urban Road,Wet,Dawn,Signs,54,23,Female,Expired,Yes,Intersection,21-30
Nagaland,2019,December,Monday,17:25,Minor,5,Cycle,2,5,Clear,National Highway,Under Construction,Dusk,Signals,68,69,Male,Valid,Yes,Straight Road,60-70
Tamil Nadu,2018,August,Thursday,12:45,Serious,5,Pedestrian,8,2,Rainy,National Highway,Wet,Dawn,Signs,60,58,Female,Expired,No,Curve,50-60
Maharashtra,2023,May,Wednesday,21:07,Serious,1,Bus,8,5,Rainy,National Highway,Damaged,Daylight,Signals,79,60,Female,Valid,Yes,Curve,60-70
Maharashtra,2023,February,Wednesday,07:08,Minor,5,Bus,2,4,Clear,Village Road,Wet,Dawn,Signals,119,69,Female,Valid,No,Intersection,60-70
Manipur,2022,December,Wednesday,02:14,Minor,1,Car,0,1,Clear,National Highway,Under Construction,Dawn,Signs,78,27,Female,Expired,Yes,Curve,21-30
Nagaland,2021,November,Thursday,06:37,Fatal,3,Pedestrian,4,4,Foggy,Urban Road,Damaged,Dusk,Signs,55,55,Female,Expired,No,Curve,50-60
Maharashtra,2019,March,Monday,11:29,Fatal,1,Car,2,4,Rainy,Urban Road,Damaged,Dark,Police Checkpost,108,59,Female,Expired,No,Curve,50-60
Uttarakhand,2023,January,Friday,00:28,Fatal,2,Auto-Rickshaw,2,2,Foggy,Urban Road,Under Construction,Daylight,Signs,71,38,Male,Expired,Yes,Intersection,30-50
Manipur,2023,January,Thursday,20:21,Fatal,5,Bus,10,0,Clear,National Highway,Damaged,Daylight,Police Checkpost,103,19,Female,Expired,Yes,Bridge,18-21
West Bengal,2022,December,Tuesday,21:11,Fatal,5,Cycle,6,3,Rainy,State Highway,Damaged,Daylight,Signs,78,44,Female,Valid,No,Bridge,30-50
Delhi,2022,March,Sunday,13:56,Fatal,3,Two-Wheeler,5,0,Foggy,Urban Road,Wet,Dusk,Signals,78,28,Male,Expired,No,Bridge,21-30
Tripura,2023,October,Friday,00:17,Fatal,3,Pedestrian,6,5,Foggy,State Highway,Under Construction,Dawn,Signs,58,67,Male,Valid,No,Intersection,60-70
Punjab,2019,December,Monday,16:30,Serious,4,Auto-Rickshaw,5,2,Clear,State Highway,Wet,Daylight,Signals,100,59,Female,Expired,Yes,Intersection,50-60
Assam,2022,September,Saturday,10:26,Fatal,5,Car,10,0,Rainy,State Highway,Wet,Dusk,Signals,120,22,Female,Expired,Yes,Straight Road,21-30
Kerala,2021,May,Monday,09:54,Serious,2,Pedestrian,0,5,Rainy,State Highway,Under Construction,Daylight,Police Checkpost,114,30,Female,Expired,Yes,Straight Road,30-50
Tripura,2022,January,Tuesday,07:41,Minor,1,Pedestrian,4,5,Rainy,Village Road,Dry,Dark,Signals,43,54,Male,Expired,No,Straight Road,50-60
Telangana,2022,September,Sunday,18:54,Minor,5,Car,9,5,Hazy,State Highway,Wet,Dawn,Signals,45,54,Female,Expired,No,Bridge,50-60
Maharashtra,2021,August,Tuesday,08:50,Minor,1,Two-Wheeler,10,3,Clear,Village Road,Dry,Daylight,Police Checkpost,80,19,Female,Expired,Yes,Curve,18-21
Assam,2018,April,Sunday,05:44,Serious,2,Car,5,5,Rainy,Urban Road,Under Construction,Daylight,Police Checkpost,118,56,Male,Expired,No,Intersection,50-60
Sikkim,2019,December,Monday,20:26,Fatal,4,Two-Wheeler,0,2,Foggy,State Highway,Damaged,Dusk,Police Checkpost,67,55,Male,Expired,Yes,Straight Road,50-60
Andhra Pradesh,2021,November,Wednesday,05:53,Fatal,3,Bus,0,3,Foggy,Village Road,Damaged,Dark,Police Checkpost,84,48,Female,Expired,No,Straight Road,30-50
Karnataka,2020,April,Saturday,20:02,Serious,4,Bus,5,3,Stormy,National Highway,Under Construction,Daylight,Police Checkpost,117,64,Male,Valid,No,Intersection,60-70
Andhra Pradesh,2020,January,Wednesday,10:07,Serious,4,Auto-Rickshaw,6,3,Foggy,State Highway,Dry,Daylight,Signals,50,65,Male,Valid,Yes,Curve,60-70
Jammu and Kashmir,2022,January,Wednesday,03:41,Fatal,1,Car,4,3,Clear,Urban Road,Damaged,Dark,Police Checkpost,70,25,Male,Expired,No,Bridge,21-30
Sikkim,2019,November,Thursday,20:46,Minor,1,Truck,2,5,Stormy,Village Road,Dry,Dusk,Signs,93,60,Female,Valid,No,Curve,60-70
Bihar,2018,December,Sunday,00:10,Minor,2,Two-Wheeler,7,4,Stormy,State Highway,Under Construction,Dawn,Signals,67,66,Female,Expired,No,Straight Road,60-70
Karnataka,2023,March,Thursday,04:34,Serious,4,Auto-Rickshaw,4,4,Clear,Village Road,Wet,Dawn,Signs,46,39,Female,Valid,Yes,Bridge,30-50
Rajasthan,2020,September,Monday,12:54,Serious,4,Auto-Rickshaw,6,1,Clear,National Highway,Dry,Dawn,Signals,62,46,Male,Expired,Yes,Intersection,30-50
Uttarakhand,2019,January,Sunday,18:57,Serious,4,Two-Wheeler,5,2,Rainy,Village Road,Dry,Dusk,Signs,74,38,Female,Valid,Yes,Bridge,30-50
Uttar Pradesh,2022,January,Sunday,13:40,Serious,2,Pedestrian,3,0,Hazy,Urban Road,Damaged,Dawn,Signs,62,59,Male,Expired,No,Bridge,50-60
Karnataka,2021,August,Wednesday,03:19,Fatal,5,Pedestrian,0,5,Hazy,Village Road,Under Construction,Dark,Police Checkpost,85,46,Female,Valid,No,Bridge,30-50
Delhi,2019,January,Wednesday,19:44,Serious,5,Car,5,0,Rainy,Village Road,Damaged,Daylight,Signs,101,48,Female,Valid,Yes,Straight Road,30-50
Jharkhand,2021,August,Monday,03:29,Serious,5,Two-Wheeler,4,2,Rainy,Urban Road,Damaged,Dusk,Signals,35,26,Male,Valid,No,Curve,21-30
Haryana,2018,June,Tuesday,17:31,Serious,5,Truck,8,4,Foggy,State Highway,Damaged,Dawn,Police Checkpost,52,29,Male,Valid,Yes,Straight Road,21-30
Sikkim,2021,January,Monday,16:59,Fatal,2,Bus,5,3,Foggy,National Highway,Under Construction,Dusk,Signs,116,64,Female,Valid,No,Intersection,60-70
Rajasthan,2018,January,Thursday,15:42,Minor,2,Cycle,10,4,Foggy,Village Road,Wet,Dusk,Signals,77,36,Female,Valid,Yes,Intersection,30-50
Manipur,2023,October,Wednesday,20:07,Minor,4,Cycle,2,0,Hazy,Village Road,Damaged,Daylight,Signs,119,42,Male,Valid,Yes,Curve,30-50
Tripura,2018,December,Friday,04:28,Minor,2,Bus,6,2,Foggy,Village Road,Under Construction,Dusk,Signs,76,28,Female,Valid,Yes,Bridge,21-30
Manipur,2021,April,Saturday,21:34,Serious,4,Cycle,6,5,Rainy,National Highway,Wet,Dark,Signs,65,61,Male,Valid,No,Bridge,60-70
Goa,2018,January,Tuesday,12:50,Fatal,4,Two-Wheeler,9,0,Stormy,Village Road,Dry,Dusk,Police Checkpost,50,19,Female,Expired,No,Intersection,18-21
Andhra Pradesh,2020,June,Wednesday,01:51,Serious,4,Truck,7,3,Hazy,State Highway,Under Construction,Dusk,Signals,94,39,Female,Valid,No,Intersection,30-50
Uttarakhand,2020,December,Tuesday,12:16,Serious,3,Bus,6,4,Stormy,Urban Road,Wet,Daylight,Signals,98,18,Female,Valid,No,Straight Road,18-21
Tripura,2018,August,Monday,20:29,Fatal,5,Pedestrian,8,4,Rainy,State Highway,Dry,Daylight,Police Checkpost,53,18,Female,Valid,Yes,Bridge,18-21
Chandigarh,2018,November,Sunday,07:10,Serious,5,Auto-Rickshaw,7,0,Foggy,Village Road,Under Construction,Dusk,Signs,54,19,Male,Expired,Yes,Intersection,18-21
Uttarakhand,2022,October,Thursday,17:25,Fatal,1,Truck,1,0,Rainy,Urban Road,Wet,Dawn,Signs,113,33,Female,Valid,No,Bridge,30-50
Jharkhand,2020,September,Wednesday,04:08,Serious,2,Auto-Rickshaw,2,4,Rainy,Village Road,Damaged,Dusk,Signs,70,34,Female,Expired,No,Bridge,30-50
Jammu and Kashmir,2019,August,Friday,13:31,Serious,1,Pedestrian,2,3,Foggy,National Highway,Dry,Daylight,Police Checkpost,86,66,Female,Valid,Yes,Straight Road,60-70
Andhra Pradesh,2023,March,Sunday,21:32,Minor,4,Truck,10,2,Stormy,Urban Road,Damaged,Dusk,Police Checkpost,45,65,Male,Valid,Yes,Straight Road,60-70
Bihar,2018,September,Thursday,06:23,Serious,1,Bus,5,1,Stormy,National Highway,Under Construction,Daylight,Signals,85,65,Female,Valid,Yes,Intersection,60-70
Puducherry,2021,June,Tuesday,01:07,Fatal,3,Truck,7,0,Rainy,Village Road,Under Construction,Dawn,Signs,56,30,Female,Valid,No,Intersection,30-50
Kerala,2020,January,Thursday,08:01,Serious,3,Pedestrian,5,5,Clear,Urban Road,Under Construction,Dusk,Police Checkpost,73,20,Male,Valid,No,Straight Road,18-21
Puducherry,2020,December,Thursday,10:47,Serious,5,Bus,9,5,Stormy,Village Road,Damaged,Daylight,Signals,35,59,Female,Valid,Yes,Curve,50-60
Chhattisgarh,2019,July,Tuesday,16:37,Minor,3,Car,0,3,Rainy,National Highway,Under Construction,Daylight,Signs,39,45,Male,Expired,Yes,Straight Road,30-50
Mizoram,2018,March,Monday,03:56,Fatal,3,Two-Wheeler,6,4,Foggy,National Highway,Under Construction,Dark,Signals,106,29,Male,Expired,No,Curve,21-30
Assam,2021,August,Monday,05:05,Fatal,3,Auto-Rickshaw,4,3,Hazy,State Highway,Dry,Dusk,Signals,42,33,Female,Valid,Yes,Straight Road,30-50
Haryana,2022,September,Saturday,14:52,Minor,3,Bus,5,5,Foggy,Village Road,Dry,Dusk,Signals,67,57,Female,Expired,Yes,Intersection,50-60
Mizoram,2019,December,Saturday,00:50,Serious,1,Truck,2,2,Clear,Urban Road,Wet,Dark,Signs,71,62,Female,Valid,Yes,Bridge,60-70
Puducherry,2020,October,Friday,18:07,Serious,3,Bus,8,3,Clear,Urban Road,Under Construction,Dawn,Signs,89,34,Female,Valid,Yes,Intersection,30-50
Delhi,2023,June,Tuesday,17:58,Serious,5,Cycle,10,3,Hazy,National Highway,Dry,Dark,Police Checkpost,73,68,Female,Valid,No,Intersection,60-70
Delhi,2022,October,Saturday,12:20,Minor,3,Pedestrian,10,3,Stormy,Village Road,Under Construction,Dark,Signs,70,39,Female,Valid,No,Intersection,30-50
Bihar,2019,June,Saturday,02:25,Minor,5,Truck,9,4,Hazy,Village Road,Wet,Daylight,Police Checkpost,102,34,Female,Expired,Yes,Bridge,30-50
Rajasthan,2019,December,Friday,12:11,Serious,1,Bus,1,2,Clear,Urban Road,Under Construction,Dusk,Police Checkpost,45,26,Female,Expired,Yes,Intersection,21-30
Kerala,2021,June,Thursday,16:55,Serious,2,Pedestrian,3,1,Clear,Village Road,Damaged,Dawn,Signs,108,57,Female,Expired,Yes,Bridge,50-60
Arunachal Pradesh,2023,May,Sunday,20:00,Serious,1,Two-Wheeler,3,4,Rainy,Urban Road,Dry,Dusk,Police Checkpost,84,25,Male,Expired,Yes,Bridge,21-30
Manipur,2022,November,Friday,01:10,Serious,4,Two-Wheeler,1,1,Stormy,National Highway,Dry,Dark,Police Checkpost,104,45,Female,Expired,No,Straight Road,30-50
Tripura,2021,February,Monday,00:37,Fatal,4,Truck,9,0,Stormy,National Highway,Dry,Daylight,Signs,87,64,Female,Valid,No,Curve,60-70
Puducherry,2023,March,Tuesday,00:00,Serious,2,Car,9,1,Clear,Village Road,Dry,Dawn,Police Checkpost,37,40,Female,Valid,Yes,Straight Road,30-50
Mizoram,2021,August,Sunday,01:37,Serious,3,Cycle,3,2,Stormy,National Highway,Dry,Dusk,Signals,35,27,Female,Expired,No,Curve,21-30
Manipur,2023,October,Thursday,14:58,Serious,1,Car,7,1,Hazy,National Highway,Under Construction,Daylight,Police Checkpost,56,63,Male,Valid,Yes,Curve,60-70
Chandigarh,2021,May,Sunday,16:28,Minor,2,Two-Wheeler,0,5,Hazy,Village Road,Under Construction,Daylight,Signs,89,32,Female,Expired,Yes,Curve,30-50
Maharashtra,2023,April,Friday,03:04,Fatal,2,Cycle,5,3,Rainy,National Highway,Under Construction,Daylight,Police Checkpost,30,31,Female,Valid,Yes,Intersection,30-50
Karnataka,2022,May,Saturday,21:05,Serious,4,Auto-Rickshaw,2,3,Foggy,Urban Road,Under Construction,Dawn,Signals,98,21,Female,Expired,Yes,Curve,21-30
Haryana,2018,September,Sunday,21:46,Serious,1,Cycle,2,3,Foggy,National Highway,Dry,Dawn,Signals,67,38,Male,Valid,Yes,Bridge,30-50
Puducherry,2022,December,Saturday,15:51,Minor,4,Pedestrian,5,3,Foggy,Village Road,Dry,Dawn,Signs,111,35,Male,Expired,No,Curve,30-50
Haryana,2021,August,Thursday,10:54,Fatal,3,Car,4,1,Clear,State Highway,Dry,Dawn,Police Checkpost,36,55,Female,Valid,No,Straight Road,50-60
Jharkhand,2019,April,Tuesday,17:42,Serious,5,Auto-Rickshaw,8,0,Stormy,Urban Road,Damaged,Dawn,Signs,99,42,Male,Valid,Yes,Straight Road,30-50
West Bengal,2018,February,Sunday,08:14,Fatal,5,Truck,6,0,Hazy,National Highway,Wet,Daylight,Police Checkpost,81,25,Male,Expired,Yes,Straight Road,21-30
Jammu and Kashmir,2018,July,Wednesday,14:01,Fatal,5,Auto-Rickshaw,7,2,Rainy,Village Road,Damaged,Dark,Police Checkpost,37,61,Male,Expired,Yes,Intersection,60-70
Maharashtra,2022,June,Friday,19:19,Serious,1,Cycle,8,5,Rainy,Urban Road,Under Construction,Dusk,Signals,94,25,Male,Expired,Yes,Straight Road,21-30
Himachal Pradesh,2020,June,Tuesday,15:19,Fatal,1,Truck,8,4,Rainy,National Highway,Wet,Daylight,Signals,94,61,Female,Valid,Yes,Straight Road,60-70
Puducherry,2018,July,Friday,22:02,Serious,3,Pedestrian,2,4,Stormy,National Highway,Dry,Daylight,Signs,117,52,Female,Expired,No,Bridge,50-60
Gujarat,2022,August,Sunday,07:11,Minor,1,Auto-Rickshaw,10,0,Clear,Urban Road,Dry,Dark,Signals,120,46,Male,Expired,Yes,Bridge,30-50
Karnataka,2019,October,Saturday,22:05,Minor,4,Cycle,0,5,Rainy,State Highway,Under Construction,Dusk,Signals,90,69,Male,Valid,No,Intersection,60-70
Rajasthan,2019,April,Saturday,06:58,Serious,5,Pedestrian,9,0,Foggy,National Highway,Dry,Dark,Signals,101,18,Female,Valid,Yes,Bridge,18-21
West Bengal,2021,June,Saturday,11:09,Serious,2,Cycle,4,4,Foggy,State Highway,Dry,Dawn,Signs,89,31,Male,Expired,Yes,Straight Road,30-50
Maharashtra,2022,July,Monday,22:51,Serious,2,Truck,10,2,Clear,State Highway,Under Construction,Dawn,Police Checkpost,90,39,Female,Expired,Yes,Bridge,30-50
Jharkhand,2023,March,Tuesday,02:32,Minor,4,Bus,6,4,Foggy,Urban Road,Wet,Dark,Signs,47,20,Male,Valid,No,Curve,18-21
Puducherry,2020,October,Monday,19:12,Fatal,1,Auto-Rickshaw,8,0,Foggy,Village Road,Under Construction,Dusk,Signals,116,52,Male,Expired,No,Bridge,50-60
Kerala,2020,August,Saturday,11:48,Minor,1,Cycle,7,1,Hazy,National Highway,Under Construction,Dawn,Signals,82,41,Male,Valid,No,Intersection,30-50
Sikkim,2023,June,Saturday,03:44,Fatal,3,Bus,7,1,Hazy,Urban Road,Dry,Dusk,Police Checkpost,95,18,Male,Valid,Yes,Curve,18-21
Uttar Pradesh,2021,November,Wednesday,17:17,Minor,3,Truck,7,3,Hazy,Village Road,Under Construction,Daylight,Signals,64,46,Female,Valid,No,Curve,30-50
Sikkim,2023,November,Saturday,02:58,Serious,3,Auto-Rickshaw,6,3,Rainy,Urban Road,Damaged,Dark,Signals,47,68,Male,Valid,Yes,Curve,60-70
Chhattisgarh,2020,December,Monday,13:00,Minor,3,Pedestrian,1,4,Rainy,Urban Road,Wet,Dusk,Police Checkpost,35,55,Female,Valid,No,Intersection,50-60
Karnataka,2019,November,Saturday,12:03,Fatal,2,Cycle,9,1,Foggy,Village Road,Damaged,Dark,Police Checkpost,54,29,Male,Valid,No,Bridge,21-30
Telangana,2020,March,Sunday,14:33,Fatal,2,Pedestrian,0,5,Stormy,Village Road,Wet,Daylight,Police Checkpost,64,62,Female,Valid,No,Curve,60-70
Odisha,2020,August,Wednesday,01:10,Minor,2,Pedestrian,7,1,Foggy,Village Road,Dry,Daylight,Signals,38,53,Male,Expired,No,Bridge,50-60
Jammu and Kashmir,2022,February,Friday,17:21,Minor,1,Car,2,1,Hazy,State Highway,Under Construction,Dawn,Police Checkpost,53,22,Female,Valid,No,Intersection,21-30
Arunachal Pradesh,2020,November,Sunday,03:28,Serious,3,Truck,0,5,Hazy,Urban Road,Damaged,Dusk,Signs,35,58,Female,Valid,Yes,Bridge,50-60
Goa,2021,May,Wednesday,21:33,Minor,5,Auto-Rickshaw,10,5,Clear,Urban Road,Wet,Dawn,Police Checkpost,110,54,Male,Expired,No,Straight Road,50-60
Delhi,2018,February,Wednesday,16:37,Fatal,4,Truck,10,5,Stormy,National Highway,Damaged,Daylight,Signs,113,49,Female,Valid,No,Curve,30-50
Telangana,2020,October,Thursday,23:44,Minor,5,Cycle,3,3,Foggy,National Highway,Dry,Dusk,Signals,43,28,Male,Expired,Yes,Bridge,21-30
Gujarat,2022,April,Tuesday,13:33,Serious,1,Two-Wheeler,9,0,Hazy,State Highway,Under Construction,Daylight,Police Checkpost,89,37,Female,Expired,Yes,Curve,30-50
Chandigarh,2018,March,Friday,18:47,Serious,1,Car,5,1,Rainy,Village Road,Under Construction,Dusk,Police Checkpost,82,49,Male,Valid,No,Intersection,30-50
Meghalaya,2023,December,Tuesday,23:34,Serious,2,Pedestrian,8,5,Stormy,Village Road,Wet,Dark,Signs,109,21,Female,Valid,Yes,Bridge,21-30
Haryana,2019,February,Tuesday,12:41,Serious,2,Truck,6,5,Clear,Village Road,Under Construction,Dawn,Signs,49,51,Female,Valid,Yes,Bridge,50-60
Goa,2021,September,Friday,06:03,Minor,4,Truck,1,0,Clear,Urban Road,Damaged,Daylight,Police Checkpost,39,33,Male,Expired,No,Intersection,30-50
Telangana,2022,September,Thursday,08:56,Serious,4,Auto-Rickshaw,4,3,Stormy,Village Road,Under Construction,Dusk,Signals,31,50,Male,Valid,Yes,Bridge,50-60
Haryana,2019,March,Sunday,09:39,Minor,3,Pedestrian,3,0,Stormy,Village Road,Dry,Dawn,Signs,90,48,Female,Valid,No,Curve,30-50
Puducherry,2020,May,Saturday,21:52,Fatal,1,Car,1,0,Clear,State Highway,Damaged,Dark,Signs,95,31,Male,Valid,Yes,Straight Road,30-50
Jharkhand,2021,September,Wednesday,20:39,Serious,1,Car,3,0,Stormy,Village Road,Under Construction,Dawn,Police Checkpost,95,19,Female,Valid,No,Intersection,18-21
Goa,2019,April,Friday,14:14,Serious,1,Car,6,5,Clear,National Highway,Damaged,Dark,Police Checkpost,78,36,Male,Valid,No,Straight Road,30-50
Bihar,2018,October,Sunday,15:54,Minor,3,Auto-Rickshaw,1,2,Hazy,National Highway,Under Construction,Dusk,Signals,65,40,Male,Expired,No,Intersection,30-50
